m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2262"
"2012-11-01 00:00:00","java","13630"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6278"
"2012-11-01 00:00:00","c#","12247"
"2012-11-01 00:00:00","c","3196"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12358"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1346"
"2012-11-01 00:00:00","perl","640"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11831"
"2012-11-01 00:00:00","python","6403"
"2012-11-01 00:00:00","swift","2"
"2012-12-01 00:00:00","java","12448"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10967"
"2012-12-01 00:00:00","c","2573"
"2012-12-01 00:00:00","python","5765"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5692"
"2012-12-01 00:00:00","javascript","11754"
"2012-12-01 00:00:00","ruby","1906"
"2012-12-01 00:00:00","php","11123"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","558"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13738"
"2013-01-01 00:00:00","c#","12778"
"2013-01-01 00:00:00","c","2910"
"2013-01-01 00:00:00","c++","6047"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","delphi","483"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6585"
"2013-01-01 00:00:00","perl","668"
"2013-01-01 00:00:00","javascript","13797"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12916"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12596"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c#","12502"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6068"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6735"
"2013-02-01 00:00:00","c","3096"
"2013-02-01 00:00:00","javascript","13637"
"2013-02-01 00:00:00","perl","753"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13717"
"2013-02-01 00:00:00","swift","5"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","364"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15941"
"2013-03-01 00:00:00","c#","14259"
"2013-03-01 00:00:00","c","3443"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7190"
"2013-03-01 00:00:00","php","14194"
"2013-03-01 00:00:00","perl","861"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15316"
"2013-03-01 00:00:00","python","7643"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13909"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7950"
"2013-04-01 00:00:00","c++","7144"
"2013-04-01 00:00:00","java","16260"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3539"
"2013-04-01 00:00:00","perl","851"
"2013-04-01 00:00:00","javascript","15357"
"2013-04-01 00:00:00","delphi","512"
"2013-04-01 00:00:00","ruby","2465"
"2013-04-01 00:00:00","r","1840"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13488"
"2013-05-01 00:00:00","javascript","15087"
"2013-05-01 00:00:00","java","15338"
"2013-05-01 00:00:00","c#","13514"
"2013-05-01 00:00:00","c","3202"
"2013-05-01 00:00:00","php","13195"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6852"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7833"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","918"
"2013-05-01 00:00:00","r","1784"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13992"
"2013-06-01 00:00:00","assembly","299"
"2013-06-01 00:00:00","c#","12831"
"2013-06-01 00:00:00","c","2952"
"2013-06-01 00:00:00","c++","6206"
"2013-06-01 00:00:00","perl","850"
"2013-06-01 00:00:00","python","7619"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14653"
"2013-06-01 00:00:00","php","12823"
"2013-06-01 00:00:00","ruby","2228"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","3"
"2013-07-01 00:00:00","c++","6590"
"2013-07-01 00:00:00","assembly","299"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14237"
"2013-07-01 00:00:00","php","14456"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3028"
"2013-07-01 00:00:00","python","8645"
"2013-07-01 00:00:00","javascript","16889"
"2013-07-01 00:00:00","perl","984"
"2013-07-01 00:00:00","java","15257"
"2013-07-01 00:00:00","ruby","2448"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16894"
"2013-08-01 00:00:00","assembly","214"
"2013-08-01 00:00:00","c","3015"
"2013-08-01 00:00:00","c#","13898"
"2013-08-01 00:00:00","java","15120"
"2013-08-01 00:00:00","php","14450"
"2013-08-01 00:00:00","c++","6267"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","853"
"2013-08-01 00:00:00","python","7959"
"2013-08-01 00:00:00","r","1926"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2490"
"2013-08-01 00:00:00","swift","3"
"2013-09-01 00:00:00","java","16328"
"2013-09-01 00:00:00","delphi","489"
"2013-09-01 00:00:00","assembly","293"
"2013-09-01 00:00:00","php","14372"
"2013-09-01 00:00:00","c++","6579"
"2013-09-01 00:00:00","c#","13807"
"2013-09-01 00:00:00","c","3406"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17796"
"2013-09-01 00:00:00","ruby","2396"
"2013-09-01 00:00:00","perl","705"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7987"
"2013-09-01 00:00:00","r","1717"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c++","7998"
"2013-10-01 00:00:00","java","18808"
"2013-10-01 00:00:00","c#","15243"
"2013-10-01 00:00:00","delphi","524"
"2013-10-01 00:00:00","javascript","19824"
"2013-10-01 00:00:00","c","4246"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","837"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2101"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15471"
"2013-10-01 00:00:00","python","9523"
"2013-11-01 00:00:00","java","18842"
"2013-11-01 00:00:00","c#","14651"
"2013-11-01 00:00:00","go","210"
"2013-11-01 00:00:00","javascript","18580"
"2013-11-01 00:00:00","assembly","420"
"2013-11-01 00:00:00","c++","8164"
"2013-11-01 00:00:00","c","4300"
"2013-11-01 00:00:00","php","15036"
"2013-11-01 00:00:00","python","9523"
"2013-11-01 00:00:00","ruby","2578"
"2013-11-01 00:00:00","perl","838"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2191"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","450"
"2013-12-01 00:00:00","c++","7035"
"2013-12-01 00:00:00","c","3507"
"2013-12-01 00:00:00","java","17535"
"2013-12-01 00:00:00","c#","13676"
"2013-12-01 00:00:00","python","8491"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","782"
"2013-12-01 00:00:00","javascript","18110"
"2013-12-01 00:00:00","swift","9"
"2013-12-01 00:00:00","r","1911"
"2013-12-01 00:00:00","ruby","2451"
"2013-12-01 00:00:00","php","14566"
"2014-01-01 00:00:00","php","16967"
"2014-01-01 00:00:00","c#","15392"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7714"
"2014-01-01 00:00:00","python","9861"
"2014-01-01 00:00:00","c","3741"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21202"
"2014-01-01 00:00:00","perl","825"
"2014-01-01 00:00:00","java","18759"
"2014-01-01 00:00:00","ruby","2773"
"2014-01-01 00:00:00","r","2357"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21259"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3982"
"2014-02-01 00:00:00","c#","15164"
"2014-02-01 00:00:00","java","19375"
"2014-02-01 00:00:00","php","16720"
"2014-02-01 00:00:00","c++","7704"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","815"
"2014-02-01 00:00:00","python","9935"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2615"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c#","16240"
"2014-03-01 00:00:00","python","11449"
"2014-03-01 00:00:00","c++","8695"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22052"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4578"
"2014-03-01 00:00:00","perl","938"
"2014-03-01 00:00:00","javascript","22747"
"2014-03-01 00:00:00","php","18507"
"2014-03-01 00:00:00","ruby","2954"
"2014-03-01 00:00:00","r","2816"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4025"
"2014-04-01 00:00:00","perl","842"
"2014-04-01 00:00:00","c#","15394"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20993"
"2014-04-01 00:00:00","assembly","366"
"2014-04-01 00:00:00","javascript","21550"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17878"
"2014-04-01 00:00:00","c++","8153"
"2014-04-01 00:00:00","python","10805"
"2014-04-01 00:00:00","swift","4"
"2014-04-01 00:00:00","ruby","2751"
"2014-05-01 00:00:00","java","18049"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3275"
"2014-05-01 00:00:00","python","9292"
"2014-05-01 00:00:00","c++","6812"
"2014-05-01 00:00:00","c#","13966"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2683"
"2014-05-01 00:00:00","javascript","19897"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","818"
"2014-05-01 00:00:00","r","2589"
"2014-05-01 00:00:00","php","14927"
"2014-06-01 00:00:00","java","15980"
"2014-06-01 00:00:00","delphi","415"
"2014-06-01 00:00:00","javascript","18395"
"2014-06-01 00:00:00","python","8942"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12580"
"2014-06-01 00:00:00","c","2777"
"2014-06-01 00:00:00","c++","5691"
"2014-06-01 00:00:00","perl","701"
"2014-06-01 00:00:00","php","13162"
"2014-06-01 00:00:00","r","2402"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2413"
"2014-07-01 00:00:00","javascript","20220"
"2014-07-01 00:00:00","c++","6291"
"2014-07-01 00:00:00","c#","13754"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17443"
"2014-07-01 00:00:00","c","2844"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14416"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","756"
"2014-07-01 00:00:00","python","9954"
"2014-07-01 00:00:00","r","2642"
"2014-07-01 00:00:00","ruby","2565"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15801"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12555"
"2014-08-01 00:00:00","c","2684"
"2014-08-01 00:00:00","c++","5897"
"2014-08-01 00:00:00","perl","699"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9138"
"2014-08-01 00:00:00","javascript","18541"
"2014-08-01 00:00:00","r","2482"
"2014-08-01 00:00:00","php","13328"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2479"
"2014-09-01 00:00:00","c#","12377"
"2014-09-01 00:00:00","assembly","288"
"2014-09-01 00:00:00","c++","6222"
"2014-09-01 00:00:00","python","8798"
"2014-09-01 00:00:00","java","16779"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3243"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18206"
"2014-09-01 00:00:00","perl","698"
"2014-09-01 00:00:00","ruby","2282"
"2014-09-01 00:00:00","php","13490"
"2014-09-01 00:00:00","swift","1907"
"2014-09-01 00:00:00","r","2372"
"2014-10-01 00:00:00","c#","12629"
"2014-10-01 00:00:00","javascript","19002"
"2014-10-01 00:00:00","java","17990"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6873"
"2014-10-01 00:00:00","php","13751"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3818"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","660"
"2014-10-01 00:00:00","python","9616"
"2014-10-01 00:00:00","delphi","411"
"2014-10-01 00:00:00","swift","2469"
"2014-10-01 00:00:00","r","2786"
"2014-11-01 00:00:00","java","17939"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","389"
"2014-11-01 00:00:00","c#","11934"
"2014-11-01 00:00:00","c++","6591"
"2014-11-01 00:00:00","python","9608"
"2014-11-01 00:00:00","c","3689"
"2014-11-01 00:00:00","ruby","2120"
"2014-11-01 00:00:00","javascript","18058"
"2014-11-01 00:00:00","perl","665"
"2014-11-01 00:00:00","swift","2570"
"2014-11-01 00:00:00","go","337"
"2014-11-01 00:00:00","php","13167"
"2014-11-01 00:00:00","r","2712"
"2014-12-01 00:00:00","c++","6111"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c#","11162"
"2014-12-01 00:00:00","go","351"
"2014-12-01 00:00:00","php","12490"
"2014-12-01 00:00:00","delphi","317"
"2014-12-01 00:00:00","python","9073"
"2014-12-01 00:00:00","c","3164"
"2014-12-01 00:00:00","javascript","17078"
"2014-12-01 00:00:00","perl","579"
"2014-12-01 00:00:00","ruby","2156"
"2014-12-01 00:00:00","java","16465"
"2014-12-01 00:00:00","swift","2501"
"2014-12-01 00:00:00","r","2367"
"2015-01-01 00:00:00","javascript","18614"
"2015-01-01 00:00:00","c","3223"
"2015-01-01 00:00:00","c#","11818"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","java","16635"
"2015-01-01 00:00:00","c++","6167"
"2015-01-01 00:00:00","delphi","383"
"2015-01-01 00:00:00","php","13766"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","606"
"2015-01-01 00:00:00","python","9727"
"2015-01-01 00:00:00","r","2704"
"2015-01-01 00:00:00","ruby","2437"
"2015-01-01 00:00:00","swift","3070"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16824"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13623"
"2015-02-01 00:00:00","c","3379"
"2015-02-01 00:00:00","c++","6494"
"2015-02-01 00:00:00","perl","572"
"2015-02-01 00:00:00","c#","11849"
"2015-02-01 00:00:00","python","10231"
"2015-02-01 00:00:00","javascript","18741"
"2015-02-01 00:00:00","r","2979"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2260"
"2015-02-01 00:00:00","swift","3246"
"2015-03-01 00:00:00","assembly","390"
"2015-03-01 00:00:00","javascript","20622"
"2015-03-01 00:00:00","c","3925"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","664"
"2015-03-01 00:00:00","c#","13316"
"2015-03-01 00:00:00","java","19843"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15052"
"2015-03-01 00:00:00","python","11649"
"2015-03-01 00:00:00","r","3572"
"2015-03-01 00:00:00","c++","7410"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3606"
"2015-04-01 00:00:00","php","15098"
"2015-04-01 00:00:00","java","19878"
"2015-04-01 00:00:00","c++","7162"
"2015-04-01 00:00:00","c","3962"
"2015-04-01 00:00:00","javascript","20979"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13146"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11480"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2509"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4032"
"2015-04-01 00:00:00","r","3333"
"2015-05-01 00:00:00","java","18601"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6841"
"2015-05-01 00:00:00","javascript","22229"
"2015-05-01 00:00:00","assembly","372"
"2015-05-01 00:00:00","c#","13428"
"2015-05-01 00:00:00","python","11250"
"2015-05-01 00:00:00","c","3532"
"2015-05-01 00:00:00","r","3433"
"2015-05-01 00:00:00","php","14685"
"2015-05-01 00:00:00","ruby","2510"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","538"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22685"
"2015-06-01 00:00:00","perl","594"
"2015-06-01 00:00:00","java","17910"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13586"
"2015-06-01 00:00:00","r","3438"
"2015-06-01 00:00:00","c","3175"
"2015-06-01 00:00:00","python","11836"
"2015-06-01 00:00:00","php","14479"
"2015-06-01 00:00:00","go","423"
"2015-06-01 00:00:00","c++","6534"
"2015-06-01 00:00:00","ruby","2582"
"2015-06-01 00:00:00","swift","4339"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18753"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14172"
"2015-07-01 00:00:00","c++","6727"
"2015-07-01 00:00:00","ruby","2587"
"2015-07-01 00:00:00","c","2820"
"2015-07-01 00:00:00","php","15507"
"2015-07-01 00:00:00","javascript","24068"
"2015-07-01 00:00:00","perl","591"
"2015-07-01 00:00:00","swift","5160"
"2015-07-01 00:00:00","python","12361"
"2015-07-01 00:00:00","r","3986"
"2015-08-01 00:00:00","c#","13285"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","python","11254"
"2015-08-01 00:00:00","c++","5890"
"2015-08-01 00:00:00","java","17134"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2585"
"2015-08-01 00:00:00","delphi","388"
"2015-08-01 00:00:00","javascript","22211"
"2015-08-01 00:00:00","r","3497"
"2015-08-01 00:00:00","ruby","2321"
"2015-08-01 00:00:00","perl","567"
"2015-08-01 00:00:00","swift","5097"
"2015-08-01 00:00:00","php","14347"
"2015-09-01 00:00:00","c","3091"
"2015-09-01 00:00:00","delphi","359"
"2015-09-01 00:00:00","perl","485"
"2015-09-01 00:00:00","javascript","21476"
"2015-09-01 00:00:00","java","16998"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12954"
"2015-09-01 00:00:00","r","3336"
"2015-09-01 00:00:00","python","10995"
"2015-09-01 00:00:00","php","13611"
"2015-09-01 00:00:00","c++","5927"
"2015-09-01 00:00:00","ruby","2166"
"2015-09-01 00:00:00","swift","4566"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18595"
"2015-10-01 00:00:00","c","3688"
"2015-10-01 00:00:00","c#","12839"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7065"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12529"
"2015-10-01 00:00:00","perl","517"
"2015-10-01 00:00:00","javascript","21882"
"2015-10-01 00:00:00","r","3685"
"2015-10-01 00:00:00","ruby","2196"
"2015-10-01 00:00:00","php","14002"
"2015-10-01 00:00:00","swift","4316"
"2015-11-01 00:00:00","java","17827"
"2015-11-01 00:00:00","javascript","21331"
"2015-11-01 00:00:00","python","12336"
"2015-11-01 00:00:00","delphi","392"
"2015-11-01 00:00:00","assembly","404"
"2015-11-01 00:00:00","c","3622"
"2015-11-01 00:00:00","c++","7103"
"2015-11-01 00:00:00","c#","12424"
"2015-11-01 00:00:00","perl","475"
"2015-11-01 00:00:00","php","13413"
"2015-11-01 00:00:00","ruby","1962"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4330"
"2015-12-01 00:00:00","java","16599"
"2015-12-01 00:00:00","c#","12194"
"2015-12-01 00:00:00","c++","6578"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21144"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3095"
"2015-12-01 00:00:00","php","13858"
"2015-12-01 00:00:00","perl","488"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3184"
"2015-12-01 00:00:00","python","11682"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4389"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16686"
"2016-01-01 00:00:00","c#","12406"
"2016-01-01 00:00:00","c","3056"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6115"
"2016-01-01 00:00:00","php","14672"
"2016-01-01 00:00:00","perl","464"
"2016-01-01 00:00:00","ruby","2150"
"2016-01-01 00:00:00","javascript","22572"
"2016-01-01 00:00:00","python","12390"
"2016-01-01 00:00:00","swift","4804"
"2016-01-01 00:00:00","r","3541"
"2016-02-01 00:00:00","c#","12784"
"2016-02-01 00:00:00","assembly","349"
"2016-02-01 00:00:00","python","13283"
"2016-02-01 00:00:00","c++","6576"
"2016-02-01 00:00:00","java","17894"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3287"
"2016-02-01 00:00:00","delphi","357"
"2016-02-01 00:00:00","javascript","22528"
"2016-02-01 00:00:00","perl","515"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","15010"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3602"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19959"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13663"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3463"
"2016-03-01 00:00:00","r","4048"
"2016-03-01 00:00:00","python","14109"
"2016-03-01 00:00:00","perl","483"
"2016-03-01 00:00:00","javascript","24148"
"2016-03-01 00:00:00","php","15222"
"2016-03-01 00:00:00","c++","7049"
"2016-03-01 00:00:00","ruby","2266"
"2016-03-01 00:00:00","swift","5091"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13760"
"2016-04-01 00:00:00","python","13702"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19539"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6915"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","507"
"2016-04-01 00:00:00","javascript","23501"
"2016-04-01 00:00:00","ruby","2215"
"2016-04-01 00:00:00","php","14547"
"2016-04-01 00:00:00","r","4134"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23057"
"2016-05-01 00:00:00","c#","13551"
"2016-05-01 00:00:00","c","2727"
"2016-05-01 00:00:00","python","13156"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17094"
"2016-05-01 00:00:00","ruby","2132"
"2016-05-01 00:00:00","c++","6148"
"2016-05-01 00:00:00","php","14523"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","501"
"2016-05-01 00:00:00","swift","4441"
"2016-06-01 00:00:00","java","15956"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3868"
"2016-06-01 00:00:00","php","13722"
"2016-06-01 00:00:00","c","2309"
"2016-06-01 00:00:00","c#","13113"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c++","5732"
"2016-06-01 00:00:00","javascript","22202"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","453"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12948"
"2016-06-01 00:00:00","swift","4813"
"2016-07-01 00:00:00","c++","5485"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12057"
"2016-07-01 00:00:00","java","14979"
"2016-07-01 00:00:00","javascript","22236"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2352"
"2016-07-01 00:00:00","ruby","1906"
"2016-07-01 00:00:00","php","12987"
"2016-07-01 00:00:00","swift","4953"
"2016-07-01 00:00:00","perl","440"
"2016-07-01 00:00:00","python","12861"
"2016-07-01 00:00:00","r","3749"
"2016-08-01 00:00:00","python","12936"
"2016-08-01 00:00:00","java","15213"
"2016-08-01 00:00:00","assembly","257"
"2016-08-01 00:00:00","javascript","22714"
"2016-08-01 00:00:00","c","2219"
"2016-08-01 00:00:00","c#","12765"
"2016-08-01 00:00:00","perl","475"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5027"
"2016-08-01 00:00:00","php","12940"
"2016-08-01 00:00:00","swift","4918"
"2016-08-01 00:00:00","go","576"
"2016-08-01 00:00:00","r","3789"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14718"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11150"
"2016-09-01 00:00:00","go","513"
"2016-09-01 00:00:00","c","2519"
"2016-09-01 00:00:00","php","12210"
"2016-09-01 00:00:00","python","12378"
"2016-09-01 00:00:00","perl","475"
"2016-09-01 00:00:00","javascript","20482"
"2016-09-01 00:00:00","r","3303"
"2016-09-01 00:00:00","c++","5153"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4880"
"2016-10-01 00:00:00","php","12320"
"2016-10-01 00:00:00","assembly","397"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11495"
"2016-10-01 00:00:00","c++","5992"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3219"
"2016-10-01 00:00:00","python","13537"
"2016-10-01 00:00:00","javascript","20483"
"2016-10-01 00:00:00","java","15375"
"2016-10-01 00:00:00","ruby","1822"
"2016-10-01 00:00:00","perl","419"
"2016-10-01 00:00:00","swift","4738"
"2016-10-01 00:00:00","r","3787"
"2016-11-01 00:00:00","c","3277"
"2016-11-01 00:00:00","c#","11692"
"2016-11-01 00:00:00","javascript","20550"
"2016-11-01 00:00:00","python","14223"
"2016-11-01 00:00:00","assembly","415"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15691"
